Student_ID,Age,Math_Score,Science_Score,English_Score,Hours_Studied,Pass_Fail
870,22,30,41,39,2.3,0
871,19,93,97,79,11.5,1
872,21,48,51,55,4.6,1
873,15,63,67,81,9.3,1
874,22,36,26,34,3.2,0
875,19,95,100,87,11.1,1
876,15,48,50,46,7.7,0
877,15,20,20,20,1.0,0
878,15,37,41,52,3.6,0
879,21,65,67,68,5.8,1
880,20,100,98,96,10.2,1
881,16,96,71,65,8.1,1
882,17,26,20,36,1.9,0
883,21,61,62,52,7.9,1
884,18,28,37,29,3.0,0
885,19,46,58,46,5.5,1
886,20,27,33,35,2.2,0
887,19,86,86,83,6.1,1
888,16,57,46,48,8.5,1
889,15,49,48,41,6.2,0
890,19,77,73,60,4.2,1
891,19,33,55,40,1.7,0
892,15,66,65,56,4.2,1
893,17,73,67,56,7.8,1
894,17,70,68,61,8.3,1
895,17,79,88,87,9.8,1
896,17,72,72,89,10.2,1
897,17,38,37,35,3.3,0
898,16,28,20,29,1.6,0
899,18,44,62,65,5.2,1
900,15,46,49,62,4.2,1
901,15,29,37,22,2.1,0
902,19,56,48,46,4.7,1
903,18,67,63,80,9.1,1
904,17,53,60,56,4.4,1
905,16,73,62,65,8.5,1
906,16,20,22,31,1.6,0
907,16,99,96,96,8.8,1
908,17,76,63,85,10.9,1
909,22,92,95,75,11.1,1
910,20,44,57,53,3.8,1
911,15,46,71,60,3.8,1
912,18,81,82,84,7.7,1
913,18,82,77,79,7.8,1
914,16,75,70,63,7.3,1
915,15,77,77,65,11.3,1
916,15,70,60,80,6.7,1
917,16,89,93,80,6.9,1
918,20,54,63,52,4.7,1
919,20,67,55,71,6.9,1
920,18,55,58,65,2.9,1
921,16,69,58,57,7.9,1
922,17,74,70,78,1.4,1
923,19,77,81,80,6.5,1
924,20,36,49,48,1.6,0
925,22,87,94,89,11.3,1
926,16,55,28,49,1.4,0
927,15,46,35,34,3.7,0
928,16,75,67,62,6.0,1
929,22,62,66,71,7.5,1
930,21,64,75,77,4.6,1
931,18,65,72,72,9.4,1
932,21,43,40,50,2.8,0
933,17,39,48,47,2.1,0
934,22,63,59,51,1.9,1
935,19,51,62,58,5.6,1
936,19,53,42,42,6.8,0
937,17,69,74,65,8.9,1
938,21,39,32,35,1.1,0
939,20,93,83,96,10.5,1
940,18,69,47,36,4.0,1
941,22,89,81,77,6.5,1
942,18,62,49,47,5.8,1
943,15,100,89,94,11.2,1
944,18,63,70,78,8.9,1
945,20,56,53,61,3.5,1
946,18,66,40,59,5.1,1
947,17,38,35,48,3.4,0
948,18,75,85,85,8.0,1
949,15,64,47,65,4.1,1
950,18,61,62,61,10.8,1
951,17,58,51,65,7.4,1
952,18,66,70,58,7.5,1
953,18,44,59,33,3.7,0
954,15,94,86,78,5.6,1
955,21,48,50,38,6.8,0
956,18,27,35,42,1.9,0
957,20,46,42,49,4.3,0
958,22,80,68,85,10.4,1
959,21,46,54,54,3.0,1
960,16,42,47,64,5.2,1
961,18,100,96,93,9.7,1
962,20,96,85,86,10.8,1
963,17,57,67,62,8.1,1
964,20,62,66,52,3.6,1
965,18,70,84,71,9.3,1
966,21,61,48,59,4.0,1
967,16,39,49,37,6.2,0
968,20,91,98,95,9.8,1
969,22,38,38,34,2.0,0
970,17,37,53,39,4.0,0
971,15,61,68,68,4.2,1
972,22,82,96,83,9.1,1
973,20,59,44,59,5.5,1
974,22,33,35,53,6.0,0
975,18,75,85,80,6.3,1
976,22,79,78,82,11.5,1
977,17,64,79,80,10.2,1
978,15,75,76,83,11.9,1
979,15,76,56,84,8.3,1
980,19,67,66,45,2.3,1
981,20,53,44,55,2.7,1
982,19,73,65,53,6.2,1
983,17,58,73,79,9.8,1
984,22,100,89,100,10.9,1
985,18,63,55,54,5.9,1
986,18,73,92,86,9.6,1
987,16,85,71,73,11.7,1
988,15,84,86,75,11.0,1
989,20,36,21,34,1.1,0
990,18,54,47,39,9.0,0
991,21,66,55,56,9.0,1
992,19,63,99,88,6.2,1
993,21,30,20,26,2.0,0
994,17,44,35,50,3.2,0
995,19,86,74,77,10.2,1
996,15,49,36,35,2.7,0
997,19,43,42,46,5.6,0
998,19,73,69,82,6.4,1
999,21,68,73,71,10.6,1
1000,15,85,76,98,10.3,1
1001,17,65,50,48,4.9,1
1002,15,24,20,26,4.2,0
1003,17,69,69,78,9.4,1
1004,19,39,39,45,4.0,0
1005,17,25,20,26,1.1,0
1006,17,49,50,60,2.1,1
1007,16,60,63,63,5.6,1
1008,20,51,48,33,4.4,0
1009,20,51,42,41,2.9,0
1010,17,75,78,69,8.6,1
1011,16,28,45,43,1.9,0
1012,15,62,63,64,6.2,1
1013,16,81,88,80,9.6,1
1014,20,57,44,56,1.3,1
1015,20,27,28,38,2.8,0
1016,16,71,76,60,10.0,1
1017,17,53,62,61,10.9,1
1018,22,41,50,44,5.0,0
1019,20,82,67,85,11.8,1
1020,20,48,47,33,2.4,0
1021,15,29,20,33,1.9,0
1022,22,36,20,30,3.5,0
1023,22,86,79,74,11.3,1
1024,21,53,61,63,5.8,1
1025,16,77,77,84,9.2,1
1026,18,72,79,61,7.5,1
1027,19,67,78,63,9.4,1
1028,21,25,51,41,4.9,0
1029,17,86,71,83,9.4,1
1030,17,20,33,35,1.3,0
1031,17,49,50,51,5.2,1
1032,16,58,53,61,8.3,1
1033,22,68,67,53,6.4,1
1034,15,90,78,98,11.9,1
1035,22,75,77,67,6.1,1
1036,17,82,68,72,6.4,1
1037,22,56,50,68,8.3,1
1038,15,30,24,24,5.3,0
1039,19,55,59,49,4.5,1
1040,15,64,47,80,9.4,1
1041,21,45,44,41,4.9,0
1042,16,90,85,87,10.6,1
1043,21,68,68,62,7.2,1
1044,20,52,47,42,5.2,0
1045,18,36,30,45,4.7,0
1046,20,100,95,92,11.7,1
1047,18,90,78,86,4.2,1
1048,16,57,61,72,8.9,1
1049,22,58,60,47,5.7,1
1050,19,51,43,58,5.8,1
1051,22,47,45,45,8.4,0
1052,17,92,71,63,7.3,1
1053,21,83,88,94,11.3,1
1054,18,33,33,42,2.7,0
1055,16,69,73,79,8.0,1
1056,18,65,62,77,5.5,1
1057,22,71,76,68,6.3,1
1058,19,55,38,37,2.5,0
1059,15,86,88,83,11.6,1
1060,19,86,83,99,10.5,1
1061,16,54,68,77,5.4,1
1062,16,57,80,72,6.7,1
1063,16,71,55,70,3.6,1
1064,21,59,79,82,9.9,1
1065,18,83,73,76,11.7,1
1066,20,89,77,83,8.7,1
1067,19,89,89,77,10.7,1
1068,15,71,71,58,8.1,1
1069,15,69,68,72,8.6,1
1070,20,70,80,88,10.9,1
1071,15,77,63,66,11.0,1
1072,18,51,48,57,4.3,1
1073,21,81,79,68,9.7,1
1074,21,88,84,78,11.2,1
1075,17,63,52,55,8.7,1
1076,20,63,56,54,6.0,1
1077,17,44,34,35,1.0,0
1078,18,79,83,66,6.7,1
1079,21,81,73,67,9.7,1
1080,20,90,89,97,9.8,1
1081,18,50,44,44,1.2,0
1082,16,100,97,100,11.7,1
1083,21,99,87,91,7.6,1
1084,15,60,42,57,8.9,1
1085,16,73,56,48,3.5,1
1086,22,52,53,64,5.2,1
1087,18,55,51,59,5.6,1
1088,22,83,73,74,11.0,1
1089,17,91,94,100,10.6,1
1090,21,78,82,77,9.1,1
1091,18,61,45,40,6.2,0
1092,15,25,37,24,1.1,0
1093,17,71,75,85,11.6,1
1094,20,94,85,88,10.7,1
1095,16,62,70,62,4.4,1
1096,20,97,71,72,11.2,1
1097,19,59,57,48,6.7,1
1098,17,72,73,79,7.1,1
1099,15,56,52,46,3.5,1
1100,22,37,20,28,1.4,0
1101,17,67,60,63,2.4,1
1102,19,57,63,62,7.2,1
1103,17,79,65,58,5.6,1
1104,15,55,42,68,4.1,1
1105,16,86,89,73,10.2,1
1106,22,79,66,69,7.9,1
1107,22,38,61,48,4.6,0
1108,18,78,89,72,10.5,1
1109,21,45,40,31,2.0,0
1110,15,100,88,100,10.4,1
1111,17,31,33,24,2.3,0
1112,17,66,65,70,4.9,1
1113,21,48,51,36,6.2,0
1114,17,57,51,63,5.8,1
1115,18,47,53,63,8.1,1
1116,16,37,26,31,4.2,0
1117,17,75,60,74,8.5,1
1118,16,72,65,78,11.1,1
1119,19,32,52,41,4.9,0
1120,22,56,63,57,3.0,1
1121,19,36,35,54,4.5,0
1122,20,88,97,100,11.6,1
1123,19,98,96,92,10.6,1
1124,17,63,53,50,8.2,1
1125,22,46,49,37,4.3,0
1126,21,86,89,97,9.9,1
1127,18,96,80,78,10.4,1
1128,18,35,36,42,1.9,0
1129,17,67,73,65,9.1,1
1130,18,22,29,29,3.2,0
1131,21,87,90,92,11.8,1
1132,19,32,24,20,1.4,0
1133,22,50,40,45,3.6,0
1134,19,78,55,74,10.8,1
1135,20,55,52,45,5.9,1
1136,22,69,46,61,3.6,1
1137,22,49,52,33,2.4,0
1138,20,70,80,80,9.8,1
1139,16,79,73,73,8.3,1
1140,21,79,51,69,11.4,1
1141,20,83,87,64,10.7,1
1142,15,80,78,87,9.9,1
1143,22,50,59,48,3.8,1
1144,19,83,93,94,10.9,1
1145,15,79,77,72,11.2,1
1146,16,52,70,68,9.6,1
1147,16,52,40,58,2.8,1
1148,22,56,61,63,9.4,1
1149,17,70,49,48,2.4,1
1150,22,49,40,59,4.8,0
1151,20,83,56,67,7.9,1
1152,17,74,55,74,9.8,1
1153,20,75,69,61,11.4,1
1154,16,49,29,30,1.9,0
1155,15,44,68,61,8.3,1
1156,19,61,78,60,5.6,1
1157,20,93,75,89,11.0,1
1158,21,72,65,51,5.9,1
1159,20,78,88,92,10.8,1
1160,15,60,59,45,6.9,1
1161,19,37,32,47,3.4,0
1162,15,30,41,54,1.3,0
1163,21,94,84,100,11.9,1
1164,20,23,33,46,2.4,0
1165,15,76,88,77,6.0,1
1166,18,64,48,39,4.9,1
1167,21,70,50,56,6.7,1
1168,20,73,63,68,6.0,1
1169,21,74,66,80,10.8,1
1170,21,64,82,70,10.6,1
1171,22,72,60,69,9.0,1
1172,22,21,40,40,2.4,0
1173,22,52,47,42,1.4,0
1174,21,40,31,34,2.2,0
1175,19,94,86,81,11.9,1
1176,21,43,57,68,1.5,1
1177,22,30,40,33,1.0,0
1178,19,71,67,82,7.2,1
1179,17,65,57,68,9.4,1
1180,20,22,20,41,2.0,0
1181,20,80,84,73,7.0,1
1182,17,51,55,48,8.8,1
1183,16,100,78,88,8.1,1
1184,18,74,69,66,9.3,1
1185,15,69,60,46,4.0,1
1186,16,66,86,76,9.9,1
1187,15,56,46,53,4.7,1
1188,16,49,50,51,2.3,1
1189,16,54,76,65,2.7,1
1190,17,48,42,53,1.3,0
1191,20,62,74,70,3.8,1
1192,18,54,64,64,6.4,1
1193,22,68,55,54,7.1,1
1194,15,61,64,74,4.0,1
1195,17,50,44,44,4.4,0
1196,17,71,64,70,5.1,1
1197,22,28,38,39,1.5,0
1198,17,41,32,36,1.0,0
1199,21,89,97,88,12.0,1
1200,17,65,64,70,9.1,1
1201,17,95,97,100,9.0,1
1202,20,93,100,95,10.7,1
1203,19,56,47,60,3.7,1
1204,15,100,100,100,11.1,1
1205,15,62,49,40,8.4,1
1206,16,73,90,79,9.7,1
1207,22,72,64,54,8.4,1
1208,17,70,97,97,10.2,1
1209,18,61,56,77,5.9,1
1210,20,40,53,45,3.1,0
1211,22,100,96,88,11.6,1
1212,15,43,57,42,3.2,0
1213,22,62,45,40,2.9,0
1214,17,43,40,51,1.7,0
1215,18,76,83,81,10.7,1
1216,19,72,62,78,8.5,1
1217,15,87,70,75,10.4,1
1218,22,59,59,57,6.5,1
1219,21,67,52,74,6.9,1
1220,15,100,100,87,11.9,1
1221,18,49,46,43,2.8,0
1222,15,56,61,64,7.5,1
1223,18,83,90,95,11.5,1
1224,16,55,57,57,9.5,1
1225,16,93,100,89,11.7,1
1226,17,37,33,34,1.7,0
1227,16,62,62,67,8.5,1
1228,21,29,43,36,3.6,0
1229,21,71,89,71,10.7,1
1230,22,57,72,60,6.7,1
1231,18,99,87,100,10.9,1
1232,22,48,54,54,3.0,1
1233,20,55,69,70,4.4,1
1234,20,61,60,59,4.2,1
1235,18,59,68,75,6.6,1
1236,18,74,74,79,8.0,1
1237,22,70,72,59,7.6,1
1238,21,79,77,64,4.6,1
1239,15,57,68,74,8.0,1
1240,20,77,72,71,9.9,1
1241,15,44,42,48,1.8,0
1242,20,45,51,58,1.5,1
1243,17,45,62,49,4.7,1
1244,16,24,32,27,1.2,0
1245,18,67,43,36,4.4,0
1246,21,90,100,82,10.7,1
1247,18,54,51,66,6.9,1
1248,15,52,59,64,9.4,1
1249,18,28,56,26,1.6,0
1250,22,60,54,53,3.3,1
1251,21,61,60,69,9.3,1
1252,20,61,71,60,8.8,1
1253,21,62,78,90,8.0,1
1254,22,79,83,69,10.5,1
1255,20,70,60,72,3.8,1
1256,18,55,45,57,7.4,1
1257,21,47,55,48,5.0,1
1258,19,70,73,59,8.1,1
1259,16,80,84,83,9.6,1
1260,18,44,49,36,4.7,0
1261,19,38,48,31,3.1,0
1262,19,43,31,21,1.1,0
1263,21,78,66,60,10.0,1
1264,17,97,86,90,10.5,1
1265,22,60,55,62,8.9,1
1266,21,37,26,41,3.3,0
1267,17,41,47,44,4.4,0
1268,18,46,55,44,5.6,0
1269,20,64,79,82,7.5,1
1270,20,56,66,69,7.3,1
1271,21,42,37,39,3.2,0
1272,22,72,65,63,8.0,1
1273,22,60,39,47,1.3,0
1274,19,75,69,74,8.3,1
1275,21,61,50,68,5.3,1
1276,21,87,93,99,11.5,1
1277,22,32,39,47,2.7,0
1278,22,55,62,58,4.0,1
1279,18,72,71,83,6.8,1
1280,16,53,55,47,4.2,1
1281,19,51,60,67,5.3,1
1282,21,62,58,62,6.0,1
1283,15,48,48,48,3.6,0
1284,16,66,47,73,8.7,1
1285,16,95,94,86,11.9,1
1286,22,47,56,46,2.8,0
1287,22,39,54,56,5.2,0
1288,16,92,75,85,8.8,1
1289,16,85,75,77,7.0,1
1290,17,49,46,58,2.9,1
1291,21,42,42,52,2.9,0
1292,17,64,64,73,3.4,1
1293,16,57,69,55,5.3,1
1294,18,84,87,85,11.2,1
1295,15,69,61,75,4.7,1
1296,17,89,89,80,9.0,1
1297,18,75,73,81,7.9,1
1298,16,66,55,66,4.9,1
1299,22,37,40,40,3.4,0
1300,18,49,71,58,5.5,1
1301,17,60,50,50,3.8,1
1302,17,27,33,54,4.7,0
1303,22,62,51,63,1.7,1
1304,18,60,75,63,6.5,1
1305,16,37,48,48,4.4,0
1306,20,72,61,60,6.5,1
1307,22,77,63,61,9.1,1
1308,21,71,74,64,8.1,1
1309,18,73,81,66,3.3,1
1310,18,66,61,62,7.7,1
1311,22,54,47,48,1.8,0
1312,16,23,30,36,2.9,0
1313,21,80,69,73,9.0,1
1314,18,20,33,43,4.3,0
1315,22,48,53,56,1.9,1
1316,21,71,92,85,9.4,1
1317,16,83,95,98,9.3,1
1318,19,59,44,49,5.2,1
1319,20,37,37,38,2.5,0
1320,20,74,90,81,6.4,1
1321,22,55,74,39,4.4,1
1322,16,47,44,52,5.2,0
1323,20,48,43,36,6.6,0
1324,21,77,79,65,9.1,1
1325,15,63,57,72,8.7,1
1326,19,29,37,38,3.7,0
1327,16,75,64,70,8.1,1
1328,18,95,84,79,10.6,1
1329,21,52,79,57,7.4,1
1330,16,64,79,81,8.0,1
1331,21,79,75,79,8.7,1
1332,21,44,58,61,6.8,1
1333,17,73,42,60,3.2,1
1334,17,31,54,67,3.2,1
1335,21,61,60,60,5.8,1
1336,16,61,46,49,5.2,1
1337,16,52,25,20,1.1,0
1338,15,39,20,25,2.1,0
1339,19,78,70,80,11.3,1
1340,20,82,95,92,12.0,1
1341,15,90,100,100,11.7,1
1342,21,76,66,69,9.0,1
1343,19,81,75,91,11.5,1
1344,22,62,50,48,6.7,1
1345,20,35,36,27,1.2,0
1346,22,32,33,24,3.6,0
1347,22,89,100,96,11.9,1
1348,18,76,90,75,8.8,1
1349,15,37,39,35,2.4,0
1350,22,40,36,34,2.8,0
1351,18,54,79,74,2.9,1
1352,15,56,64,57,2.8,1
1353,19,82,76,70,8.3,1
1354,22,20,45,27,2.0,0
1355,16,67,58,51,8.1,1
1356,21,84,83,82,9.9,1
1357,18,88,95,67,9.2,1
1358,15,43,40,51,4.4,0
1359,20,82,78,74,9.8,1
1360,16,43,57,60,5.3,1
1361,18,52,56,58,6.5,1
1362,15,79,76,75,7.6,1
1363,22,77,73,70,7.9,1
1364,20,24,44,37,2.7,0
1365,15,73,88,82,11.2,1
1366,17,78,70,58,11.9,1
1367,21,47,46,43,5.3,0
1368,21,45,34,30,2.1,0
1369,19,66,60,56,6.0,1
1370,17,43,44,42,3.3,0
1371,16,77,86,75,8.5,1
1372,17,100,100,100,11.2,1
1373,20,79,79,82,7.5,1
1374,18,62,58,64,5.4,1
1375,16,78,85,99,9.6,1
1376,20,42,28,25,1.1,0
1377,18,20,22,37,1.3,0
1378,17,71,70,75,5.2,1
1379,20,45,59,66,1.7,1
1380,15,50,60,63,5.3,1
1381,16,91,92,91,9.3,1
1382,17,29,37,29,1.1,0
1383,17,52,42,41,2.0,0
1384,19,42,45,44,5.0,0
1385,19,52,55,67,1.5,1
1386,17,53,69,61,7.3,1
1387,18,69,75,72,8.6,1
1388,18,78,79,85,11.5,1
1389,21,46,45,34,1.8,0
1390,16,59,79,80,11.4,1
1391,19,82,79,95,11.9,1
1392,17,96,74,76,5.6,1
1393,18,45,40,42,1.9,0
1394,16,56,54,46,5.0,1
1395,15,46,60,43,2.1,0
1396,16,36,47,34,2.9,0
1397,20,74,68,71,8.7,1
1398,17,47,56,41,4.5,0
1399,21,62,57,61,6.2,1
1400,17,33,45,30,2.6,0
1401,20,85,72,69,8.8,1
1402,20,70,53,79,9.8,1
1403,18,52,61,71,4.4,1
1404,16,79,85,82,8.0,1
1405,16,61,79,50,9.2,1
1406,21,75,64,77,8.4,1
1407,16,29,40,28,5.5,0
1408,20,27,54,32,3.7,0
1409,15,80,90,76,7.7,1
1410,18,44,39,42,2.9,0
1411,22,55,57,49,5.2,1
1412,16,43,54,43,4.2,0
1413,21,56,29,27,3.4,0
1414,15,91,100,100,11.3,1
1415,22,53,56,49,4.6,1
1416,20,31,20,26,1.1,0
1417,21,36,33,31,2.4,0
1418,21,54,35,40,5.1,0
1419,22,67,65,65,8.2,1
1420,18,44,33,43,2.2,0
1421,15,56,44,42,2.8,0
1422,21,47,56,56,6.4,1
1423,21,72,76,82,6.5,1
1424,16,90,97,85,9.7,1
1425,15,75,56,49,8.5,1
1426,19,63,50,50,4.1,1
1427,17,34,56,50,3.7,0
1428,21,27,38,32,3.2,0
1429,17,45,56,57,3.1,1
1430,21,58,50,64,1.4,1
1431,16,80,66,52,10.5,1
1432,18,42,37,36,4.7,0
1433,19,65,70,86,5.0,1
1434,17,56,54,61,1.4,1
1435,16,67,56,61,5.7,1
1436,15,68,63,84,8.5,1
1437,20,56,49,47,3.6,1
1438,16,54,60,53,1.5,1
1439,22,100,90,100,11.2,1
1440,18,70,56,73,6.9,1
1441,20,72,71,67,10.8,1
1442,21,76,84,86,6.8,1
1443,17,53,59,53,4.2,1
1444,21,48,57,54,6.4,1
1445,21,62,55,56,7.2,1
1446,18,91,81,89,7.5,1
1447,19,66,49,52,4.3,1
1448,15,71,66,58,6.9,1
1449,17,42,53,68,4.0,1
1450,16,36,24,29,1.0,0
1451,19,68,61,65,8.9,1
1452,15,100,94,100,10.1,1
1453,16,47,64,76,8.9,1
1454,18,87,68,74,10.0,1
1455,21,58,33,58,2.7,0
1456,16,48,49,53,6.5,1
1457,17,77,79,83,8.1,1
1458,18,48,63,34,1.8,0
1459,16,95,89,86,9.0,1
1460,21,31,42,41,1.2,0
1461,18,93,63,66,9.5,1
1462,15,100,93,100,11.5,1
1463,18,26,46,37,2.5,0
1464,22,62,55,54,2.7,1
1465,15,46,39,33,2.1,0
1466,18,33,28,26,1.3,0
1467,21,51,43,69,8.6,1
1468,18,47,46,46,2.1,0
1469,16,76,68,77,10.9,1
1470,21,33,42,32,2.7,0
1471,16,40,38,57,4.0,0
1472,16,79,97,91,9.7,1
1473,17,39,50,53,5.3,0
1474,21,90,92,87,11.6,1
1475,21,43,53,41,4.9,0
1476,20,57,56,70,2.5,1
1477,22,61,61,64,6.9,1
1478,18,74,75,73,8.7,1
1479,22,89,81,100,11.5,1
1480,17,75,80,59,4.2,1
1481,18,62,58,57,3.3,1
1482,17,84,72,90,5.2,1
1483,16,53,58,59,6.2,1
1484,18,20,25,26,1.8,0
1485,17,66,67,77,9.2,1
1486,15,76,75,65,4.2,1
1487,17,32,50,35,1.1,0
1488,19,69,65,71,11.1,1
1489,16,68,71,79,6.7,1
1490,18,48,65,66,5.3,1
1491,22,48,53,57,6.3,1
1492,20,75,81,77,8.1,1
1493,20,43,43,38,1.3,0
1494,19,69,52,55,3.1,1
1495,15,64,59,84,7.2,1
1496,15,69,82,89,11.8,1
1497,21,88,97,95,9.0,1
1498,16,61,65,54,6.5,1
1499,15,64,60,55,4.2,1
1500,18,77,89,83,10.7,1
1501,20,69,51,51,5.9,1
1502,15,77,88,96,10.8,1
1503,16,47,59,58,11.5,1
1504,19,79,85,83,7.0,1
1505,20,46,36,39,2.9,0
1506,16,39,39,47,3.0,0
1507,22,77,72,73,8.2,1
1508,19,56,76,76,5.4,1
1509,20,41,49,66,5.1,1
1510,15,48,59,73,7.8,1
1511,15,55,36,44,2.7,0
1512,18,53,40,54,5.3,0
1513,22,46,50,41,2.2,0
1514,21,48,51,41,3.2,0
1515,22,32,33,28,2.3,0
1516,18,67,52,78,4.5,1
1517,20,84,85,87,9.7,1
1518,21,44,54,50,4.0,0
1519,19,75,76,89,10.6,1
1520,17,100,91,100,10.1,1
1521,17,53,43,53,3.2,0
1522,21,43,64,51,4.9,1
1523,18,23,22,53,1.9,0
1524,20,43,47,54,1.2,0
1525,21,20,59,38,3.9,0
1526,22,66,67,62,8.0,1
1527,17,74,73,80,7.6,1
1528,15,55,44,63,5.1,1
1529,16,59,60,70,8.7,1
1530,21,60,68,72,6.8,1
1531,17,78,68,82,7.1,1
1532,21,44,66,60,8.0,1
1533,16,98,84,85,9.9,1
1534,22,60,60,60,9.2,1
1535,15,71,77,65,8.3,1
1536,16,41,58,37,3.2,0
1537,21,63,59,85,11.0,1
1538,18,73,55,77,6.6,1
1539,21,94,95,94,8.4,1
1540,20,63,62,69,10.2,1
1541,21,54,45,43,3.7,0
1542,21,20,31,39,2.4,0
1543,17,81,62,73,5.8,1
1544,21,71,57,69,10.3,1
1545,18,41,42,36,2.0,0
1546,16,84,93,81,7.3,1
1547,20,36,46,55,3.1,0
1548,21,67,83,68,9.5,1
1549,16,43,49,50,2.2,0
1550,17,30,34,23,2.0,0
1551,22,73,64,64,9.7,1
1552,21,63,48,42,5.1,1
1553,15,67,79,73,10.9,1
1554,20,76,71,74,11.9,1
1555,19,88,96,88,11.2,1
1556,17,45,37,33,3.4,0
1557,16,80,62,84,9.0,1
1558,20,60,70,59,8.8,1
1559,21,90,92,75,11.1,1
1560,21,33,46,48,2.1,0
1561,22,49,45,53,5.8,0
1562,16,61,48,64,7.7,1
1563,16,65,78,87,5.9,1
1564,20,80,66,72,5.4,1
1565,18,27,34,29,1.8,0
1566,20,66,65,68,8.6,1
1567,18,62,52,55,7.2,1
1568,19,86,86,82,8.9,1
1569,21,61,56,58,8.5,1
1570,22,72,76,76,6.5,1
1571,20,69,81,69,7.5,1
1572,15,95,66,90,11.0,1
1573,15,65,68,57,4.7,1
1574,19,42,43,47,4.0,0
1575,15,44,65,35,5.3,0
1576,16,84,88,100,10.3,1
1577,17,45,29,36,2.2,0
1578,18,68,81,81,9.0,1
1579,15,46,53,49,3.9,0
1580,20,67,69,58,8.6,1
1581,22,43,25,31,2.3,0
1582,21,55,64,73,8.0,1
1583,22,93,82,87,11.7,1
1584,19,74,63,74,8.8,1
1585,18,87,86,94,8.6,1
1586,22,85,84,92,10.0,1
1587,20,80,78,80,9.4,1
1588,17,45,35,22,3.4,0
1589,21,49,38,59,3.1,0
1590,16,45,55,71,2.6,1
1591,17,38,34,40,3.9,0
1592,16,64,50,59,4.9,1
1593,22,68,60,53,4.0,1
1594,19,54,41,43,3.1,0
1595,16,41,57,59,8.5,1
1596,15,77,64,83,7.3,1
1597,21,77,74,65,5.3,1
1598,18,59,46,42,2.9,0
1599,15,24,20,25,2.0,0
1600,18,37,37,49,2.9,0
1601,15,70,85,67,8.3,1
1602,17,72,90,78,8.5,1
1603,22,80,92,81,10.6,1
1604,19,74,77,77,10.2,1
1605,19,81,67,81,9.8,1
1606,22,34,28,37,3.8,0
1607,22,22,56,37,2.2,0
1608,18,86,79,92,8.3,1
1609,21,49,65,51,5.0,1
1610,19,58,54,80,10.6,1
1611,17,25,34,45,3.9,0
1612,19,66,57,72,4.4,1
1613,21,56,60,65,9.7,1
1614,15,49,70,74,6.5,1
1615,17,61,49,47,4.3,1
1616,19,95,96,89,10.1,1
1617,15,63,52,41,1.5,1
1618,17,81,85,77,11.5,1
1619,16,77,73,85,4.2,1
1620,21,61,61,69,5.6,1
1621,19,32,27,21,2.9,0
1622,18,45,40,49,3.8,0
1623,22,61,46,52,7.0,1
1624,22,57,53,63,8.6,1
1625,22,57,37,48,5.6,0
1626,21,67,56,43,2.0,1
1627,20,26,25,42,2.4,0
1628,21,28,37,27,2.4,0
1629,15,59,44,42,1.9,0
1630,19,43,66,66,7.2,1
1631,15,59,64,59,8.7,1
1632,17,62,49,40,4.3,1
1633,18,55,57,57,2.3,1
1634,18,53,38,63,2.1,1
1635,19,74,81,67,5.5,1
1636,22,68,71,70,10.5,1
1637,18,33,37,44,2.9,0
1638,16,73,63,80,11.6,1
1639,16,58,61,66,6.1,1
1640,21,41,39,23,1.1,0
1641,15,85,88,75,11.0,1
1642,15,88,69,76,11.8,1
1643,21,69,59,57,6.6,1
1644,22,70,76,69,8.9,1
1645,21,37,55,42,1.8,0
1646,17,75,77,81,7.3,1
1647,20,50,57,53,7.5,1
1648,15,87,99,95,10.4,1
1649,22,68,67,47,4.6,1
1650,16,100,94,85,10.9,1
1651,16,40,38,29,1.7,0
1652,20,65,75,91,7.7,1
1653,21,26,37,42,2.5,0
1654,19,38,33,44,3.5,0
1655,16,48,60,70,7.4,1
1656,15,49,49,46,5.0,0
1657,22,64,42,50,3.1,1
1658,17,70,73,58,9.8,1
1659,17,80,77,87,9.6,1
1660,20,33,43,32,1.2,0
1661,20,41,65,61,1.7,1
1662,19,75,78,77,5.4,1
1663,19,82,86,97,8.2,1
1664,15,23,37,21,2.5,0
1665,15,78,80,62,3.6,1
1666,15,66,62,44,4.8,1
1667,22,88,95,88,11.4,1
1668,20,66,53,51,5.7,1
1669,15,32,31,32,1.3,0
1670,15,86,78,73,7.1,1
1671,21,71,55,57,7.0,1
1672,20,43,43,52,3.1,0
1673,18,43,55,57,5.5,1
1674,15,85,91,85,10.6,1
1675,19,38,29,35,1.5,0
1676,21,66,64,74,6.3,1
1677,22,66,87,75,8.8,1
1678,19,82,83,80,11.4,1
1679,19,46,43,54,4.5,0
1680,22,56,57,51,4.1,1
1681,18,25,44,40,2.4,0
1682,22,66,63,65,8.1,1
1683,19,79,74,65,7.5,1
1684,21,62,73,69,6.4,1
1685,17,54,70,59,8.3,1
1686,15,78,88,79,11.0,1
1687,18,78,58,69,9.3,1
1688,15,49,62,53,9.9,1
1689,22,41,53,75,5.7,1
1690,22,78,95,82,9.2,1
1691,19,49,35,46,1.9,0
1692,19,33,49,35,5.0,0
1693,16,29,46,34,4.4,0
1694,15,37,20,35,5.8,0
1695,18,52,62,47,5.5,1
1696,16,72,57,67,5.8,1
1697,18,86,81,79,7.9,1
